file_path,Conventions,acquisition_contractor,acquisition_end_date,acquisition_processor,acquisition_start_date,acquisition_vessel_name,acquisition_vessel_type,client,date_created,featureType,geoscience_australia_airborne_survey_project_number,geoscience_australia_source_dataset,geospatial_lat_max,geospatial_lat_min,geospatial_lat_resolution,geospatial_lat_units,geospatial_lon_max,geospatial_lon_min,geospatial_lon_resolution,geospatial_lon_units,geospatial_vertical_max,geospatial_vertical_min,geospatial_vertical_positive,geospatial_vertical_resolution,geospatial_vertical_units,history,keywords,nominal_height_above_ground,nominal_height_above_sealevel,nominal_maximum_line_spacing,nominal_minimum_line_spacing,source,survey_id,title,uuid
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/awags_survey_reformat/netcdf/P1152MAG.nc,"CF-1.6,ACDD-1.3",UTS Geophysics Pty Ltd,15-Dec-07,UTS Geophysics Pty Ltd,29/03/2007,"ZK-LTP, Pacific Aero Cresco",Plane,Geoscience Australia,5/01/2018 14:36,trajectory,1152,P1152MAG,-10.712873,-43.916657,point,degree_north,153.597045,113.297904,point,degree_east,673.5,12.39999962,up,point,m,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",80 m,0 m,0 m,75000 m,Airborne Geophysical Survey,1152,"Australia-Wide Airborne Geophysical Survey 2 (AWAGS2), 2007",
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/awags_survey_reformat/netcdf/P1152RAD.nc,"CF-1.6,ACDD-1.3",UTS Geophysics Pty Ltd,15-Dec-07,UTS Geophysics Pty Ltd,29/03/2007,"ZK-LTP, Pacific Aero Cresco",Plane,Geoscience Australia,5/01/2018 14:36,trajectory,1152,P1152RAD,-10.712877,-43.916868,point,degree_north,153.597044,113.298388,point,degree_east,671.0999756,12.39999962,up,point,m,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",80 m,0 m,0 m,75000 m,Airborne Geophysical Survey,1152,"Australia-Wide Airborne Geophysical Survey 2 (AWAGS2), 2007",
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/mag_database_reformat_2016_adjusted/netcdf/GSSA_P1255MAG_Marree.nc,"CF-1.6,ACDD-1.3",UTS Geophysics Pty Ltd,10/05/2013,UTS Geophysics Pty Ltd,11/11/2012,VH-BXG & VH-UTQ Cessna 206,Plane,DMITRE,24/11/2016 15:03,trajectory,1255,GSSA_P1255MAG_Marree,-27.988115,-29.765191,point,degree_north,139.527599,136.481224,point,degree_east,205.85,42.14,up,point,m,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",80 m,0 m,0 m,400 m,Airborne Geophysical Survey,1255,"Marree Airborne Magnetic & Radiometric Survey, SA, 2012",c15fe36a-e27a-4b1d-aad8-4411b0938af1
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/mag_database_reformat_2016_adjusted/netcdf/GSSA_P1255MAG_Warrina.nc,"CF-1.6,ACDD-1.3",UTS Geophysics Pty Ltd,10/05/2013,UTS Geophysics Pty Ltd,11/11/2012,VH-BXG & VH-UTQ Cessna 206,Plane,DMITRE,24/11/2016 15:03,trajectory,1255,GSSA_P1255MAG_Warrina,-28.315064,-29.118004,point,degree_north,136.135362,135.580298,point,degree_east,122.06,44.93,up,point,m,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",80 m,0 m,0 m,400 m,Airborne Geophysical Survey,1255,"Marree Airborne Magnetic & Radiometric Survey, SA, 2012",4cef0229-07db-4286-9da1-3e402139d2fb
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/mag_database_reformat_2016_adjusted/netcdf/GSWA_P1233MAG.nc,"CF-1.6,ACDD-1.3",GPX Surveys Pty Ltd,22/01/2013,GPX Surveys Pty Ltd,13/05/2012,"VH-IBY, VH-MDG Cessna 210",Plane,GSWA,24/11/2016 15:03,trajectory,1233,GSWA_P1233MAG,-21.490995,-24.017284,point,degree_north,121.509626,116.215307,point,degree_east,512.5,20.39999962,up,point,m,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",60 m,0 m,0 m,400 m,Airborne Geophysical Survey,1233,"South Pilbara, Hickman Crater, WA, 2011",626cd720-9a13-447f-b3fc-7c03fa208bc6
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/mag_database_reformat_2016_adjusted/netcdf/GSWA_P1233_Hickman_Crater_MAG.nc,"CF-1.6,ACDD-1.3",GPX Surveys Pty Ltd,22/01/2013,GPX Surveys Pty Ltd,13/05/2012,"VH-IBY, VH-MDG Cessna 210",Plane,GSWA,24/11/2016 15:03,trajectory,1233,GSWA_P1233_Hickman_Crater_MAG,-23.0152,-23.060046,point,degree_north,119.707529,119.659426,point,degree_east,87.59999847,20,up,point,m,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",60 m,0 m,0 m,400 m,Airborne Geophysical Survey,1233,"South Pilbara, Hickman Crater, WA, 2011",b32c78b7-fa5e-4692-9f18-6c11f4d6454e
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/mag_database_reformat_2016_adjusted/netcdf/GSWA_P1245MAG.nc,"CF-1.6,ACDD-1.3",GPX Surveys Pty Ltd,27/01/2013,GPX Surveys Pty Ltd,11/02/2012,"VH-IBY, VH-MDG, VH-STB Cessna",Plane,GSWA,24/11/2016 15:03,trajectory,1245,GSWA_P1245MAG,-33.953847,-35.194287,point,degree_north,118.511487,115.989115,point,degree_east,998.5,17.60000038,up,point,m,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",50 m,0 m,300 m,200 m,Airborne Geophysical Survey,1245,"South West (Mt Barker and Lake Muir), WA, 2011",6e57bedf-32b3-4c0f-a8e1-32c0083b753a
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/mag_database_reformat_2016_adjusted/netcdf/GSWA_P1245_Lake_Muir_MAG.nc,"CF-1.6,ACDD-1.3",GPX Surveys Pty Ltd,27/01/2013,GPX Surveys Pty Ltd,11/02/2012,"VH-IBY, VH-MDG, VH-STB Cessna",Plane,GSWA,24/11/2016 15:03,trajectory,1245,GSWA_P1245_Lake_Muir_MAG,-34.261602,-34.60603,point,degree_north,116.877686,116.623698,point,degree_east,152.3999939,37.20000076,up,point,m,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",50 m,0 m,300 m,200 m,Airborne Geophysical Survey,1245,"South West (Mt Barker and Lake Muir), WA, 2011",8d192a43-1fc8-4e0b-9416-6a1ecf73d5ff
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/mag_database_reformat_2016_adjusted/netcdf/GSWA_P1256MAG.nc,"CF-1.6,ACDD-1.3",Thomson Aviation Pty Ltd,6/04/2013,Thomson Aviation Pty Ltd,15/11/2012,VH-JHF Cessna 210,Plane,GSWA,24/11/2016 15:03,trajectory,1256,GSWA_P1256MAG,-31.489261,-32.511194,point,degree_north,123.01242,121.487349,point,degree_east,221.1300049,23.18000031,up,point,m,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",50 m,0 m,0 m,100 m,Airborne Geophysical Survey,1256,"Widgiemooltha South, WA, 2012",418d4c8c-e9f1-40f9-a0a3-a8f363f24b8d
/g/data2/uc0/rr2_dev/rcb547/AWAGS_Levelled_Line_Databases/mag_database_reformat_2016_adjusted/netcdf/GSWA_P1259MAG.nc,"CF-1.6,ACDD-1.3",UTS Geophysics Pty Ltd,28/01/2014,UTS Geophysics Pty Ltd,25/07/2013,VH-UTQ Cessna 206H,Plane,GSWA,24/11/2016 15:03,trajectory,1259,GSWA_P1259MAG,-30.980215,-31.519797,point,degree_north,123.012818,121.479495,point,degree_east,402.67,26.25,up,point,m,Converted from Intrepid Database by program intrepid2netcdf.exe,"geophysics, airborne, magnetic, TMI",50 m,0 m,0 m,100 m,Airborne Geophysical Survey,1259,"Widgiemooltha North, WA, 2013",03bcdd79-e032-4b4e-b4dc-58a069091a4e
